Prefix,HEX,DEC,Opcode,Param1,Param2,7,6,5,4,3,2,1,0,BIN,Immediate,Official,Memory,IX/IY,Assume A
DD,54,221084,BIT,2,(IX),0,1,0,1,0,1,0,0,01010100,N,N,N,Y,N
DD,55,221085,BIT,2,(IX),0,1,0,1,0,1,0,1,01010101,N,N,N,Y,N
DD,56,221086,BIT,2,(IX),0,1,0,1,0,1,1,0,01010110,N,Y,Y,Y,N
DD,57,221087,BIT,2,(IX),0,1,0,1,0,1,1,1,01010111,N,N,N,Y,N
DD,58,221088,BIT,3,(IX),0,1,0,1,1,0,0,0,01011000,N,N,N,Y,N
DD,59,221089,BIT,3,(IX),0,1,0,1,1,0,0,1,01011001,N,N,N,Y,N
DD,5A,221090,BIT,3,(IX),0,1,0,1,1,0,1,0,01011010,N,N,N,Y,N
DD,5B,221091,BIT,3,(IX),0,1,0,1,1,0,1,1,01011011,N,N,N,Y,N
DD,5C,221092,BIT,3,(IX),0,1,0,1,1,1,0,0,01011100,N,N,N,Y,N
DD,5D,221093,BIT,3,(IX),0,1,0,1,1,1,0,1,01011101,N,N,N,Y,N
DD,5E,221094,BIT,3,(IX),0,1,0,1,1,1,1,0,01011110,N,Y,Y,Y,N
DD,5F,221095,BIT,3,(IX),0,1,0,1,1,1,1,1,01011111,N,N,N,Y,N
DD,60,221096,BIT,4,(IX),0,1,1,0,0,0,0,0,01100000,N,N,N,Y,N
DD,61,221097,BIT,4,(IX),0,1,1,0,0,0,0,1,01100001,N,N,N,Y,N
DD,62,221098,BIT,4,(IX),0,1,1,0,0,0,1,0,01100010,N,N,N,Y,N
DD,63,221099,BIT,4,(IX),0,1,1,0,0,0,1,1,01100011,N,N,N,Y,N
DD,64,221100,BIT,4,(IX),0,1,1,0,0,1,0,0,01100100,N,N,N,Y,N
DD,65,221101,BIT,4,(IX),0,1,1,0,0,1,0,1,01100101,N,N,N,Y,N
DD,66,221102,BIT,4,(IX),0,1,1,0,0,1,1,0,01100110,N,Y,Y,Y,N
DD,67,221103,BIT,4,(IX),0,1,1,0,0,1,1,1,01100111,N,N,N,Y,N
DD,68,221104,BIT,5,(IX),0,1,1,0,1,0,0,0,01101000,N,N,N,Y,N
DD,69,221105,BIT,5,(IX),0,1,1,0,1,0,0,1,01101001,N,N,N,Y,N
DD,6A,221106,BIT,5,(IX),0,1,1,0,1,0,1,0,01101010,N,N,N,Y,N
DD,6B,221107,BIT,5,(IX),0,1,1,0,1,0,1,1,01101011,N,N,N,Y,N
DD,6C,221108,BIT,5,(IX),0,1,1,0,1,1,0,0,01101100,N,N,N,Y,N
DD,6D,221109,BIT,5,(IX),0,1,1,0,1,1,0,1,01101101,N,N,N,Y,N
DD,6E,221110,BIT,5,(IX),0,1,1,0,1,1,1,0,01101110,N,Y,Y,Y,N
DD,6F,221111,BIT,5,(IX),0,1,1,0,1,1,1,1,01101111,N,N,N,Y,N
DD,70,221112,BIT,6,(IX),0,1,1,1,0,0,0,0,01110000,N,N,N,Y,N
DD,71,221113,BIT,6,(IX),0,1,1,1,0,0,0,1,01110001,N,N,N,Y,N
DD,72,221114,BIT,6,(IX),0,1,1,1,0,0,1,0,01110010,N,N,N,Y,N
DD,73,221115,BIT,6,(IX),0,1,1,1,0,0,1,1,01110011,N,N,N,Y,N
DD,74,221116,BIT,6,(IX),0,1,1,1,0,1,0,0,01110100,N,N,N,Y,N
DD,75,221117,BIT,6,(IX),0,1,1,1,0,1,0,1,01110101,N,N,N,Y,N
DD,76,221118,BIT,6,(IX),0,1,1,1,0,1,1,0,01110110,N,Y,Y,Y,N
DD,77,221119,BIT,6,(IX),0,1,1,1,0,1,1,1,01110111,N,N,N,Y,N
DD,78,221120,BIT,7,(IX),0,1,1,1,1,0,0,0,01111000,N,N,N,Y,N
DD,79,221121,BIT,7,(IX),0,1,1,1,1,0,0,1,01111001,N,N,N,Y,N
DD,7A,221122,BIT,7,(IX),0,1,1,1,1,0,1,0,01111010,N,N,N,Y,N
DD,7B,221123,BIT,7,(IX),0,1,1,1,1,0,1,1,01111011,N,N,N,Y,N
DD,7C,221124,BIT,7,(IX),0,1,1,1,1,1,0,0,01111100,N,N,N,Y,N
DD,7D,221125,BIT,7,(IX),0,1,1,1,1,1,0,1,01111101,N,N,N,Y,N
DD,7E,221126,BIT,7,(IX),0,1,1,1,1,1,1,0,01111110,N,Y,Y,Y,N
DD,7F,221127,BIT,7,(IX),0,1,1,1,1,1,1,1,01111111,N,N,N,Y,N
DD,80,221128,RES,0,(IX),1,0,0,0,0,0,0,0,10000000,N,N,N,Y,N
DD,81,221129,RES,0,(IX),1,0,0,0,0,0,0,1,10000001,N,N,N,Y,N
DD,82,221130,RES,0,(IX),1,0,0,0,0,0,1,0,10000010,N,N,N,Y,N
DD,83,221131,RES,0,(IX),1,0,0,0,0,0,1,1,10000011,N,N,N,Y,N
DD,84,221132,RES,0,(IX),1,0,0,0,0,1,0,0,10000100,N,N,N,Y,N
DD,85,221133,RES,0,(IX),1,0,0,0,0,1,0,1,10000101,N,N,N,Y,N
DD,86,221134,RES,0,(IX),1,0,0,0,0,1,1,0,10000110,N,Y,Y,Y,N
DD,87,221135,RES,0,(IX),1,0,0,0,0,1,1,1,10000111,N,N,N,Y,N
DD,88,221136,RES,1,(IX),1,0,0,0,1,0,0,0,10001000,N,N,N,Y,N
DD,89,221137,RES,1,(IX),1,0,0,0,1,0,0,1,10001001,N,N,N,Y,N
DD,8A,221138,RES,1,(IX),1,0,0,0,1,0,1,0,10001010,N,N,N,Y,N
DD,8B,221139,RES,1,(IX),1,0,0,0,1,0,1,1,10001011,N,N,N,Y,N
DD,8C,221140,RES,1,(IX),1,0,0,0,1,1,0,0,10001100,N,N,N,Y,N
DD,8D,221141,RES,1,(IX),1,0,0,0,1,1,0,1,10001101,N,N,N,Y,N
DD,8E,221142,RES,1,(IX),1,0,0,0,1,1,1,0,10001110,N,Y,Y,Y,N
DD,8F,221143,RES,1,(IX),1,0,0,0,1,1,1,1,10001111,N,N,N,Y,N
DD,90,221144,RES,2,(IX),1,0,0,1,0,0,0,0,10010000,N,N,N,Y,N
DD,91,221145,RES,2,(IX),1,0,0,1,0,0,0,1,10010001,N,N,N,Y,N
DD,92,221146,RES,2,(IX),1,0,0,1,0,0,1,0,10010010,N,N,N,Y,N
DD,93,221147,RES,2,(IX),1,0,0,1,0,0,1,1,10010011,N,N,N,Y,N
DD,94,221148,RES,2,(IX),1,0,0,1,0,1,0,0,10010100,N,N,N,Y,N
DD,95,221149,RES,2,(IX),1,0,0,1,0,1,0,1,10010101,N,N,N,Y,N
DD,96,221150,RES,2,(IX),1,0,0,1,0,1,1,0,10010110,N,Y,Y,Y,N
DD,97,221151,RES,2,(IX),1,0,0,1,0,1,1,1,10010111,N,N,N,Y,N
DD,98,221152,RES,3,(IX),1,0,0,1,1,0,0,0,10011000,N,N,N,Y,N
DD,99,221153,RES,3,(IX),1,0,0,1,1,0,0,1,10011001,N,N,N,Y,N
DD,9A,221154,RES,3,(IX),1,0,0,1,1,0,1,0,10011010,N,N,N,Y,N
DD,9B,221155,RES,3,(IX),1,0,0,1,1,0,1,1,10011011,N,N,N,Y,N
DD,9C,221156,RES,3,(IX),1,0,0,1,1,1,0,0,10011100,N,N,N,Y,N
DD,9D,221157,RES,3,(IX),1,0,0,1,1,1,0,1,10011101,N,N,N,Y,N
DD,9E,221158,RES,3,(IX),1,0,0,1,1,1,1,0,10011110,N,Y,Y,Y,N
DD,9F,221159,RES,3,(IX),1,0,0,1,1,1,1,1,10011111,N,N,N,Y,N
DD,A0,221160,RES,4,(IX),1,0,1,0,0,0,0,0,10100000,N,N,N,Y,N
DD,A1,221161,RES,4,(IX),1,0,1,0,0,0,0,1,10100001,N,N,N,Y,N
DD,A2,221162,RES,4,(IX),1,0,1,0,0,0,1,0,10100010,N,N,N,Y,N
DD,A3,221163,RES,4,(IX),1,0,1,0,0,0,1,1,10100011,N,N,N,Y,N
DD,A4,221164,RES,4,(IX),1,0,1,0,0,1,0,0,10100100,N,N,N,Y,N
DD,A5,221165,RES,4,(IX),1,0,1,0,0,1,0,1,10100101,N,N,N,Y,N
DD,A6,221166,RES,4,(IX),1,0,1,0,0,1,1,0,10100110,N,Y,Y,Y,N
DD,A7,221167,RES,4,(IX),1,0,1,0,0,1,1,1,10100111,N,N,N,Y,N
DD,A8,221168,RES,5,(IX),1,0,1,0,1,0,0,0,10101000,N,N,N,Y,N
DD,A9,221169,RES,5,(IX),1,0,1,0,1,0,0,1,10101001,N,N,N,Y,N
DD,AA,221170,RES,5,(IX),1,0,1,0,1,0,1,0,10101010,N,N,N,Y,N
DD,AB,221171,RES,5,(IX),1,0,1,0,1,0,1,1,10101011,N,N,N,Y,N
DD,AC,221172,RES,5,(IX),1,0,1,0,1,1,0,0,10101100,N,N,N,Y,N
DD,AD,221173,RES,5,(IX),1,0,1,0,1,1,0,1,10101101,N,N,N,Y,N
DD,AE,221174,RES,5,(IX),1,0,1,0,1,1,1,0,10101110,N,Y,Y,Y,N
DD,AF,221175,RES,5,(IX),1,0,1,0,1,1,1,1,10101111,N,N,N,Y,N
DD,B0,221176,RES,6,(IX),1,0,1,1,0,0,0,0,10110000,N,N,N,Y,N
DD,B1,221177,RES,6,(IX),1,0,1,1,0,0,0,1,10110001,N,N,N,Y,N
DD,B2,221178,RES,6,(IX),1,0,1,1,0,0,1,0,10110010,N,N,N,Y,N
DD,B3,221179,RES,6,(IX),1,0,1,1,0,0,1,1,10110011,N,N,N,Y,N
DD,B4,221180,RES,6,(IX),1,0,1,1,0,1,0,0,10110100,N,N,N,Y,N
DD,B5,221181,RES,6,(IX),1,0,1,1,0,1,0,1,10110101,N,N,N,Y,N
DD,B6,221182,RES,6,(IX),1,0,1,1,0,1,1,0,10110110,N,Y,Y,Y,N
DD,B7,221183,RES,6,(IX),1,0,1,1,0,1,1,1,10110111,N,N,N,Y,N
DD,B8,221184,RES,7,(IX),1,0,1,1,1,0,0,0,10111000,N,N,N,Y,N
DD,B9,221185,RES,7,(IX),1,0,1,1,1,0,0,1,10111001,N,N,N,Y,N
DD,BA,221186,RES,7,(IX),1,0,1,1,1,0,1,0,10111010,N,N,N,Y,N
DD,BB,221187,RES,7,(IX),1,0,1,1,1,0,1,1,10111011,N,N,N,Y,N
DD,BC,221188,RES,7,(IX),1,0,1,1,1,1,0,0,10111100,N,N,N,Y,N
DD,BD,221189,RES,7,(IX),1,0,1,1,1,1,0,1,10111101,N,N,N,Y,N
DD,BE,221190,RES,7,(IX),1,0,1,1,1,1,1,0,10111110,N,Y,Y,Y,N
DD,BF,221191,RES,7,(IX),1,0,1,1,1,1,1,1,10111111,N,N,N,Y,N
DD,C0,221192,SET,0,(IX),1,1,0,0,0,0,0,0,11000000,N,N,N,Y,N
DD,C1,221193,SET,0,(IX),1,1,0,0,0,0,0,1,11000001,N,N,N,Y,N
DD,C2,221194,SET,0,(IX),1,1,0,0,0,0,1,0,11000010,N,N,N,Y,N
DD,C3,221195,SET,0,(IX),1,1,0,0,0,0,1,1,11000011,N,N,N,Y,N
DD,C4,221196,SET,0,(IX),1,1,0,0,0,1,0,0,11000100,N,N,N,Y,N
DD,C5,221197,SET,0,(IX),1,1,0,0,0,1,0,1,11000101,N,N,N,Y,N
DD,C6,221198,SET,0,(IX),1,1,0,0,0,1,1,0,11000110,N,Y,Y,Y,N
DD,C7,221199,SET,0,(IX),1,1,0,0,0,1,1,1,11000111,N,N,N,Y,N
DD,C8,221200,SET,1,(IX),1,1,0,0,1,0,0,0,11001000,N,N,N,Y,N
DD,C9,221201,SET,1,(IX),1,1,0,0,1,0,0,1,11001001,N,N,N,Y,N
DD,CA,221202,SET,1,(IX),1,1,0,0,1,0,1,0,11001010,N,N,N,Y,N
DD,CB,221203,SET,1,(IX),1,1,0,0,1,0,1,1,11001011,N,N,N,Y,N
DD,CC,221204,SET,1,(IX),1,1,0,0,1,1,0,0,11001100,N,N,N,Y,N
DD,CD,221205,SET,1,(IX),1,1,0,0,1,1,0,1,11001101,N,N,N,Y,N
DD,CE,221206,SET,1,(IX),1,1,0,0,1,1,1,0,11001110,N,Y,Y,Y,N
DD,CF,221207,SET,1,(IX),1,1,0,0,1,1,1,1,11001111,N,N,N,Y,N
DD,D0,221208,SET,2,(IX),1,1,0,1,0,0,0,0,11010000,N,N,N,Y,N
DD,D1,221209,SET,2,(IX),1,1,0,1,0,0,0,1,11010001,N,N,N,Y,N
DD,D2,221210,SET,2,(IX),1,1,0,1,0,0,1,0,11010010,N,N,N,Y,N
DD,D3,221211,SET,2,(IX),1,1,0,1,0,0,1,1,11010011,N,N,N,Y,N
DD,D4,221212,SET,2,(IX),1,1,0,1,0,1,0,0,11010100,N,N,N,Y,N
DD,D5,221213,SET,2,(IX),1,1,0,1,0,1,0,1,11010101,N,N,N,Y,N
DD,D6,221214,SET,2,(IX),1,1,0,1,0,1,1,0,11010110,N,Y,Y,Y,N
DD,D7,221215,SET,2,(IX),1,1,0,1,0,1,1,1,11010111,N,N,N,Y,N
DD,D8,221216,SET,3,(IX),1,1,0,1,1,0,0,0,11011000,N,N,N,Y,N
DD,D9,221217,SET,3,(IX),1,1,0,1,1,0,0,1,11011001,N,N,N,Y,N
DD,DA,221218,SET,3,(IX),1,1,0,1,1,0,1,0,11011010,N,N,N,Y,N
DD,DB,221219,SET,3,(IX),1,1,0,1,1,0,1,1,11011011,N,N,N,Y,N
DD,DC,221220,SET,3,(IX),1,1,0,1,1,1,0,0,11011100,N,N,N,Y,N
DD,DD,221221,SET,3,(IX),1,1,0,1,1,1,0,1,11011101,N,N,N,Y,N
DD,DE,221222,SET,3,(IX),1,1,0,1,1,1,1,0,11011110,N,Y,Y,Y,N
DD,DF,221223,SET,3,(IX),1,1,0,1,1,1,1,1,11011111,N,N,N,Y,N
DD,E0,221224,SET,4,(IX),1,1,1,0,0,0,0,0,11100000,N,N,N,Y,N
DD,E1,221225,SET,4,(IX),1,1,1,0,0,0,0,1,11100001,N,N,N,Y,N
DD,E2,221226,SET,4,(IX),1,1,1,0,0,0,1,0,11100010,N,N,N,Y,N
DD,E3,221227,SET,4,(IX),1,1,1,0,0,0,1,1,11100011,N,N,N,Y,N
DD,E4,221228,SET,4,(IX),1,1,1,0,0,1,0,0,11100100,N,N,N,Y,N
DD,E5,221229,SET,4,(IX),1,1,1,0,0,1,0,1,11100101,N,N,N,Y,N
DD,E6,221230,SET,4,(IX),1,1,1,0,0,1,1,0,11100110,N,Y,Y,Y,N
DD,E7,221231,SET,4,(IX),1,1,1,0,0,1,1,1,11100111,N,N,N,Y,N
DD,E8,221232,SET,5,(IX),1,1,1,0,1,0,0,0,11101000,N,N,N,Y,N
DD,E9,221233,SET,5,(IX),1,1,1,0,1,0,0,1,11101001,N,N,N,Y,N
DD,EA,221234,SET,5,(IX),1,1,1,0,1,0,1,0,11101010,N,N,N,Y,N
DD,EB,221235,SET,5,(IX),1,1,1,0,1,0,1,1,11101011,N,N,N,Y,N
DD,EC,221236,SET,5,(IX),1,1,1,0,1,1,0,0,11101100,N,N,N,Y,N
DD,ED,221237,SET,5,(IX),1,1,1,0,1,1,0,1,11101101,N,N,N,Y,N
DD,EE,221238,SET,5,(IX),1,1,1,0,1,1,1,0,11101110,N,Y,Y,Y,N
DD,EF,221239,SET,5,(IX),1,1,1,0,1,1,1,1,11101111,N,N,N,Y,N
DD,F0,221240,SET,6,(IX),1,1,1,1,0,0,0,0,11110000,N,N,N,Y,N
DD,F1,221241,SET,6,(IX),1,1,1,1,0,0,0,1,11110001,N,N,N,Y,N
DD,F2,221242,SET,6,(IX),1,1,1,1,0,0,1,0,11110010,N,N,N,Y,N
DD,F3,221243,SET,6,(IX),1,1,1,1,0,0,1,1,11110011,N,N,N,Y,N
DD,F4,221244,SET,6,(IX),1,1,1,1,0,1,0,0,11110100,N,N,N,Y,N
DD,F5,221245,SET,6,(IX),1,1,1,1,0,1,0,1,11110101,N,N,N,Y,N
DD,F6,221246,SET,6,(IX),1,1,1,1,0,1,1,0,11110110,N,Y,Y,Y,N
DD,F7,221247,SET,6,(IX),1,1,1,1,0,1,1,1,11110111,N,N,N,Y,N
DD,F8,221248,SET,7,(IX),1,1,1,1,1,0,0,0,11111000,N,N,N,Y,N
DD,F9,221249,SET,7,(IX),1,1,1,1,1,0,0,1,11111001,N,N,N,Y,N
DD,FA,221250,SET,7,(IX),1,1,1,1,1,0,1,0,11111010,N,N,N,Y,N
DD,FB,221251,SET,7,(IX),1,1,1,1,1,0,1,1,11111011,N,N,N,Y,N
DD,FC,221252,SET,7,(IX),1,1,1,1,1,1,0,0,11111100,N,N,N,Y,N
DD,FD,221253,SET,7,(IX),1,1,1,1,1,1,0,1,11111101,N,N,N,Y,N
DD,FE,221254,SET,7,(IX),1,1,1,1,1,1,1,0,11111110,N,Y,Y,Y,N
DD,FF,221255,SET,7,(IX),1,1,1,1,1,1,1,1,11111111,N,N,N,Y,N
ED,40,237064,IN,B,(C),0,1,0,0,0,0,0,0,01000000,N,Y,N,N,N
ED,41,237065,OUT,(C),B,0,1,0,0,0,0,0,1,01000001,N,Y,N,N,N
ED,42,237066,SBC,HL,BC,0,1,0,0,0,0,1,0,01000010,N,Y,N,N,N
ED,43,237067,LD,(nn),BC,0,1,0,0,0,0,1,1,01000011,Y,Y,Y,N,N
ED,44,237068,NEG,,,0,1,0,0,0,1,0,0,01000100,N,Y,N,N,N
ED,45,237069,RETN,,,0,1,0,0,0,1,0,1,01000101,N,Y,N,N,N
ED,46,237070,IM,0,,0,1,0,0,0,1,1,0,01000110,N,Y,N,N,N
ED,47,237071,LD,I,A,0,1,0,0,0,1,1,1,01000111,N,Y,N,N,N
ED,48,237072,IN,C,(C),0,1,0,0,1,0,0,0,01001000,N,Y,N,N,N
ED,49,237073,OUT,(C),C,0,1,0,0,1,0,0,1,01001001,N,Y,N,N,N
ED,4A,237074,ADC,HL,BC,0,1,0,0,1,0,1,0,01001010,N,Y,N,N,N
ED,4B,237075,LD,BC,(nn),0,1,0,0,1,0,1,1,01001011,Y,Y,Y,N,N
ED,4C,237076,NEG,,,0,1,0,0,1,1,0,0,01001100,N,X,N,N,N
ED,4D,237077,RETI,,,0,1,0,0,1,1,0,1,01001101,N,Y,N,N,N
ED,4E,237078,IM,0,,0,1,0,0,1,1,1,0,01001110,N,X,N,N,N
ED,4F,237079,LD,R,A,0,1,0,0,1,1,1,1,01001111,N,Y,N,N,N
ED,50,237080,IN,D,(C),0,1,0,1,0,0,0,0,01010000,N,Y,N,N,N
ED,51,237081,OUT,(C),D,0,1,0,1,0,0,0,1,01010001,N,Y,N,N,N
ED,52,237082,SBC,HL,DE,0,1,0,1,0,0,1,0,01010010,N,Y,N,N,N
ED,53,237083,LD,(nn),DE,0,1,0,1,0,0,1,1,01010011,Y,Y,Y,N,N
ED,54,237084,NEG,,,0,1,0,1,0,1,0,0,01010100,N,X,N,N,N
ED,55,237085,RETN,,,0,1,0,1,0,1,0,1,01010101,N,Y,N,N,N
ED,56,237086,IM,1,,0,1,0,1,0,1,1,0,01010110,N,Y,N,N,N
ED,57,237087,LD,A,I,0,1,0,1,0,1,1,1,01010111,N,Y,N,N,N
ED,58,237088,IN,E,(C),0,1,0,1,1,0,0,0,01011000,N,Y,N,N,N
ED,59,237089,OUT,(C),E,0,1,0,1,1,0,0,1,01011001,N,Y,N,N,N
ED,5A,237090,ADC,HL,DE,0,1,0,1,1,0,1,0,01011010,N,Y,N,N,N
ED,5B,237091,LD,DE,(nn),0,1,0,1,1,0,1,1,01011011,Y,Y,Y,N,N
ED,5C,237092,NEG,,,0,1,0,1,1,1,0,0,01011100,N,X,N,N,N
ED,5D,237093,RETN,,,0,1,0,1,1,1,0,1,01011101,N,Y,N,N,N
ED,5E,237094,IM,2,,0,1,0,1,1,1,1,0,01011110,N,Y,N,N,N
ED,5F,237095,LD,A,R,0,1,0,1,1,1,1,1,01011111,N,Y,N,N,N
ED,60,237096,IN,H,(C),0,1,1,0,0,0,0,0,01100000,N,Y,N,N,N
ED,61,237097,OUT,(C),H,0,1,1,0,0,0,0,1,01100001,N,Y,N,N,N
ED,62,237098,SBC,HL,HL,0,1,1,0,0,0,1,0,01100010,N,Y,N,N,N
ED,63,237099,LD,(nn),HL,0,1,1,0,0,0,1,1,01100011,Y,X,Y,N,N
ED,64,237100,NEG,,,0,1,1,0,0,1,0,0,01100100,N,X,N,N,N
ED,65,237101,RETN,,,0,1,1,0,0,1,0,1,01100101,N,Y,N,N,N
ED,66,237102,IM,0,,0,1,1,0,0,1,1,0,01100110,N,Y,N,N,N
ED,67,237103,RRD,,,0,1,1,0,0,1,1,1,01100111,N,Y,N,N,N
ED,68,237104,IN,L,(C),0,1,1,0,1,0,0,0,01101000,N,Y,N,N,N
ED,69,237105,OUT,(C),L,0,1,1,0,1,0,0,1,01101001,N,Y,N,N,N
ED,6A,237106,ADC,HL,HL,0,1,1,0,1,0,1,0,01101010,N,Y,N,N,N
ED,6B,237107,LD,HL,(nn),0,1,1,0,1,0,1,1,01101011,Y,X,Y,N,N
ED,6C,237108,NEG,,,0,1,1,0,1,1,0,0,01101100,N,X,N,N,N
ED,6D,237109,RETN,,,0,1,1,0,1,1,0,1,01101101,N,Y,N,N,N
ED,6E,237110,IM,0,,0,1,1,0,1,1,1,0,01101110,N,X,N,N,N
ED,6F,237111,RLD,,,0,1,1,0,1,1,1,1,01101111,N,Y,N,N,N
ED,70,237112,IN,(C),,0,1,1,1,0,0,0,0,01110000,N,X,Y,N,N
ED,71,237113,OUT,(C),0,0,1,1,1,0,0,0,1,01110001,N,X,Y,N,N
ED,72,237114,SBC,HL,SP,0,1,1,1,0,0,1,0,01110010,N,Y,N,N,N
ED,73,237115,LD,(nn),SP,0,1,1,1,0,0,1,1,01110011,Y,Y,Y,N,N
ED,74,237116,NEG,,,0,1,1,1,0,1,0,0,01110100,N,X,N,N,N
ED,75,237117,RETN,,,0,1,1,1,0,1,0,1,01110101,N,Y,N,N,N
ED,76,237118,IM,1,,0,1,1,1,0,1,1,0,01110110,N,Y,N,N,N
ED,78,237120,IN,A,(C),0,1,1,1,1,0,0,0,01111000,N,Y,N,N,N
ED,79,237121,OUT,(C),A,0,1,1,1,1,0,0,1,01111001,N,Y,N,N,N
ED,7A,237122,ADC,HL,SP,0,1,1,1,1,0,1,0,01111010,N,Y,N,N,N
ED,7B,237123,LD,SP,(nn),0,1,1,1,1,0,1,1,01111011,Y,Y,Y,N,N
ED,7C,237124,NEG,,,0,1,1,1,1,1,0,0,01111100,N,X,N,N,N
ED,7D,237125,RETN,,,0,1,1,1,1,1,0,1,01111101,N,Y,N,N,N
ED,7E,237126,IM,2,,0,1,1,1,1,1,1,0,01111110,N,Y,N,N,N
ED,A0,237160,LDI,,,1,0,1,0,0,0,0,0,10100000,N,Y,N,N,N
ED,A1,237161,CPI,,,1,0,1,0,0,0,0,1,10100001,N,Y,N,N,N
ED,A2,237162,INI,,,1,0,1,0,0,0,1,0,10100010,N,Y,N,N,N
ED,A3,237163,OUTI,,,1,0,1,0,0,0,1,1,10100011,N,Y,N,N,N
ED,A8,237168,LDD,,,1,0,1,0,1,0,0,0,10101000,N,Y,N,N,N
ED,A9,237169,CPD,,,1,0,1,0,1,0,0,1,10101001,N,Y,N,N,N
ED,AA,237170,IND,,,1,0,1,0,1,0,1,0,10101010,N,Y,N,N,N
ED,AB,237171,OUTD,,,1,0,1,0,1,0,1,1,10101011,N,Y,N,N,N
ED,B0,237176,LDIR,,,1,0,1,1,0,0,0,0,10110000,N,Y,N,N,N
ED,B1,237177,CPIR,,,1,0,1,1,0,0,0,1,10110001,N,Y,N,N,N
ED,B2,237178,INIR,,,1,0,1,1,0,0,1,0,10110010,N,Y,N,N,N
ED,B3,237179,OTIR,,,1,0,1,1,0,0,1,1,10110011,N,Y,N,N,N
ED,B8,237184,LDDR,,,1,0,1,1,1,0,0,0,10111000,N,Y,N,N,N
ED,B9,237185,CPDR,,,1,0,1,1,1,0,0,1,10111001,N,Y,N,N,N
ED,BA,237186,INDR,,,1,0,1,1,1,0,1,0,10111010,N,Y,N,N,N
ED,BB,237187,OTDR,,,1,0,1,1,1,0,1,1,10111011,N,Y,N,N,N
